timestamp,bytes_used,bytes_total
1778080321.812157641,1270419456,29955719168
1778080322.021525562,1270419456,29955719168
1778080322.230050242,1270419456,29955719168
1778080322.438564675,1270419456,29955719168
1778080322.647484764,1270484992,29955719168
1778080322.855952163,1270484992,29955719168
1778080323.065072468,1270484992,29955719168
1778080323.273470703,1270484992,29955719168
1778080323.482291506,1270550528,29955719168
1778080323.689588049,1270550528,29955719168
1778080323.897284590,1270616064,29955719168
1778080324.104905529,1270616064,29955719168
1778080324.312672259,1270550528,29955719168
1778080324.520538078,1270550528,29955719168
1778080324.727334171,1270550528,29955719168
1778080324.935374115,1270550528,29955719168
1778080325.143799435,1270484992,29955719168
1778080325.352332214,1270484992,29955719168
1778080325.560336449,1270779904,29955719168
1778080325.768395166,1270484992,29955719168
1778080325.976403921,1270484992,29955719168
1778080326.184139234,1270484992,29955719168
1778080326.392242227,1270550528,29955719168
1778080326.600359126,1270550528,29955719168
1778080326.808388795,1270550528,29955719168
1778080327.016419625,1270550528,29955719168
1778080327.224339153,1270550528,29955719168
1778080327.432990171,1270550528,29955719168
1778080327.641439689,1270550528,29955719168
1778080327.849146066,1270550528,29955719168
1778080328.057591092,1270550528,29955719168
1778080328.266193803,1270484992,29955719168
1778080328.474859187,1270484992,29955719168
1778080328.683767017,1270779904,29955719168
1778080328.890412870,1270484992,29955719168
1778080329.097945453,1270484992,29955719168
1778080329.305915495,1270484992,29955719168
1778080329.512652340,1270484992,29955719168
1778080329.720960273,1270484992,29955719168
1778080329.929596406,1270484992,29955719168
1778080330.138530101,1270484992,29955719168
1778080330.347441877,1270484992,29955719168
1778080330.555894760,1270484992,29955719168
1778080330.764249355,1270484992,29955719168
1778080330.972053759,1270484992,29955719168
1778080331.180286295,1270484992,29955719168
1778080331.388405777,1270484992,29955719168
1778080331.596425152,1270484992,29955719168
1778080331.803853816,1270484992,29955719168
1778080332.011614407,1270550528,29955719168
1778080332.219366457,1270550528,29955719168
1778080332.427236302,1270550528,29955719168
1778080332.635201988,1270616064,29955719168
1778080332.843454435,1270616064,29955719168
1778080333.051337233,1270616064,29955719168
1778080333.259242993,1270550528,29955719168
1778080333.467001464,1270550528,29955719168
1778080333.674892741,1270550528,29955719168
1778080333.883000986,1270550528,29955719168
1778080334.091536787,1270484992,29955719168
1778080334.299340718,1270484992,29955719168
1778080334.507192782,1270484992,29955719168
1778080334.715837250,1270484992,29955719168
1778080334.923539527,1270484992,29955719168
1778080335.131584630,1270484992,29955719168
1778080335.339644840,1270484992,29955719168
1778080335.547945662,1270484992,29955719168
1778080335.755743772,1270779904,29955719168
1778080335.963666949,1270484992,29955719168
1778080336.171324616,1270484992,29955719168
1778080336.379033244,1270484992,29955719168
1778080336.587387003,1270484992,29955719168
1778080336.795412841,1270484992,29955719168
1778080337.003408953,1270484992,29955719168
1778080337.211542251,1270484992,29955719168
1778080337.420285173,1270484992,29955719168
1778080337.628986309,1270484992,29955719168
1778080337.837658886,1270484992,29955719168
1778080338.046294541,1270484992,29955719168
1778080338.255643168,1270484992,29955719168
1778080338.466107477,1270550528,29955719168
1778080338.675815672,1270550528,29955719168
1778080338.884796664,1270550528,29955719168
1778080339.095017699,1270550528,29955719168
1778080339.304659142,1270550528,29955719168
1778080339.513960711,1270550528,29955719168
1778080339.723947833,1270550528,29955719168
1778080339.934521127,1270550528,29955719168
1778080340.144027293,1270484992,29955719168
1778080340.353384578,1270484992,29955719168
1778080340.562619638,1270484992,29955719168
1778080340.772295470,1270484992,29955719168
1778080340.981647569,1270484992,29955719168
1778080341.190917316,1270550528,29955719168
1778080341.401318875,1270845440,29955719168
1778080341.611201220,1270550528,29955719168
1778080341.821480111,1270550528,29955719168
1778080342.031779209,1270550528,29955719168
1778080342.240900097,1270616064,29955719168
1778080342.450278854,1270616064,29955719168
1778080342.658707959,1270616064,29955719168
1778080342.867700388,1270616064,29955719168
1778080343.076256549,1270616064,29955719168
1778080343.285476362,1270616064,29955719168
1778080343.494903207,1270616064,29955719168
1778080343.704470175,1270616064,29955719168
1778080343.916871047,1270616064,29955719168
1778080344.128344192,1270616064,29955719168
1778080344.338852486,1270550528,29955719168
1778080344.550545575,1270550528,29955719168
1778080344.760122034,1270550528,29955719168
1778080344.969589164,1270550528,29955719168
1778080345.178050980,1270484992,29955719168
1778080345.387090191,1270484992,29955719168
1778080345.596120479,1270484992,29955719168
1778080345.805801898,1270484992,29955719168
1778080346.015841974,1270484992,29955719168
1778080346.225205064,1270484992,29955719168
1778080346.435807569,1270484992,29955719168
1778080346.647319655,1270484992,29955719168
1778080346.858870597,1270484992,29955719168
1778080347.069264087,1270484992,29955719168
1778080347.280204126,1270484992,29955719168
1778080347.490447099,1270484992,29955719168
1778080347.700396044,1270484992,29955719168
1778080347.910172682,1270484992,29955719168
1778080348.120559028,1270484992,29955719168
1778080348.329978230,1270484992,29955719168
1778080348.539969388,1270484992,29955719168
1778080348.751405190,1270484992,29955719168
1778080348.962206406,1270484992,29955719168
1778080349.172331287,1270484992,29955719168
1778080349.383662240,1270484992,29955719168
1778080349.592256441,1270484992,29955719168
1778080349.802194967,1270484992,29955719168
1778080350.013266141,1270484992,29955719168
1778080350.223209403,1270484992,29955719168
1778080350.431286931,1270484992,29955719168
1778080350.640735964,1270779904,29955719168
1778080350.850157221,1270550528,29955719168
1778080351.059498022,1270550528,29955719168
1778080351.269449422,1270550528,29955719168
1778080351.478727842,1270845440,29955719168
1778080351.689390064,1270616064,29955719168
1778080351.901025449,1270616064,29955719168
1778080352.111767685,1270550528,29955719168
1778080352.321306548,1270550528,29955719168
1778080352.531728783,1270550528,29955719168
1778080352.740719314,1270550528,29955719168
1778080352.950504849,1270550528,29955719168
1778080353.162090145,1270484992,29955719168
1778080353.374022496,1270484992,29955719168
1778080353.584714683,1270484992,29955719168
1778080353.796627238,1270550528,29955719168
1778080354.006453929,1270550528,29955719168
1778080354.215947184,1270550528,29955719168
1778080354.425980253,1270550528,29955719168
1778080354.637509214,1270550528,29955719168
1778080354.847510034,1270550528,29955719168
1778080355.057358015,1270550528,29955719168
1778080355.268029139,1270484992,29955719168
1778080355.478459440,1270484992,29955719168
1778080355.689606115,1270484992,29955719168
1778080355.901082351,1270484992,29955719168
1778080356.112175937,1270484992,29955719168
1778080356.322704037,1270484992,29955719168
1778080356.532337076,1270484992,29955719168
1778080356.741501469,1270484992,29955719168
1778080356.951231143,1270484992,29955719168
1778080357.160708553,1270484992,29955719168
1778080357.372069599,1270484992,29955719168
1778080357.582016695,1270484992,29955719168
1778080357.792624558,1270484992,29955719168
1778080358.003800147,1270484992,29955719168
1778080358.213807459,1270484992,29955719168
1778080358.424538775,1270484992,29955719168
1778080358.635568586,1270484992,29955719168
1778080358.845778120,1270484992,29955719168
1778080359.054988127,1270484992,29955719168
1778080359.265234064,1270484992,29955719168
1778080359.474450479,1270484992,29955719168
1778080359.684148251,1270484992,29955719168
1778080359.894148559,1270484992,29955719168
1778080360.104614159,1270484992,29955719168
1778080360.315600902,1270484992,29955719168
1778080360.527533185,1270484992,29955719168
1778080360.737927981,1270484992,29955719168
1778080360.949288297,1270484992,29955719168
1778080361.161467162,1270484992,29955719168
1778080361.371980346,1270550528,29955719168
1778080361.582569701,1270550528,29955719168
1778080361.792565971,1270616064,29955719168
1778080362.002377319,1270616064,29955719168
1778080362.212279524,1270616064,29955719168
1778080362.422678210,1270616064,29955719168
1778080362.632020890,1270616064,29955719168
1778080362.841026780,1270616064,29955719168
1778080363.050652249,1270616064,29955719168
1778080363.261000630,1270550528,29955719168
1778080363.470949676,1270550528,29955719168
1778080363.680632574,1270550528,29955719168
1778080363.890552829,1270550528,29955719168
1778080364.100641064,1270550528,29955719168
1778080364.310041922,1270484992,29955719168
1778080364.519625013,1270484992,29955719168
1778080364.729338287,1270484992,29955719168
1778080364.938787417,1270484992,29955719168
1778080365.149994181,1270484992,29955719168
1778080365.360477345,1270484992,29955719168
1778080365.572330314,1270484992,29955719168
1778080365.782551566,1270484992,29955719168
1778080365.992984320,1270484992,29955719168
1778080366.203280623,1270484992,29955719168
1778080366.413048040,1270484992,29955719168
1778080366.622948865,1270484992,29955719168
1778080366.832520647,1270484992,29955719168
1778080367.042237034,1270484992,29955719168
1778080367.251955650,1270484992,29955719168
1778080367.461985060,1270484992,29955719168
1778080367.671683476,1270484992,29955719168
1778080367.881567289,1270484992,29955719168
1778080368.091376663,1270484992,29955719168
1778080368.300857493,2497511424,29955719168
1778080368.510563358,3029897216,29955719168
1778080368.720546106,3029897216,29955719168
1778080368.929108812,3029897216,29955719168
1778080369.138180349,3029897216,29955719168
1778080369.347869576,3029897216,29955719168
1778080369.557026196,3029962752,29955719168
1778080369.765299355,3032059904,29955719168
1778080369.974066705,3032059904,29955719168
1778080370.183269633,3032059904,29955719168
1778080370.391520877,3032059904,29955719168
1778080370.600226746,3032059904,29955719168
1778080370.808576442,3032059904,29955719168
1778080371.017075833,3032059904,29955719168
1778080371.225519937,3030028288,29955719168
1778080371.433585629,3030028288,29955719168
1778080371.642368641,3030028288,29955719168
1778080371.850959585,3030028288,29955719168
1778080372.058746283,3030028288,29955719168
1778080372.267101300,3030028288,29955719168
1778080372.475537126,3030028288,29955719168
1778080372.684464562,3030028288,29955719168
1778080372.893280396,3084136448,29955719168
1778080373.102196044,3084005376,29955719168
1778080373.310485751,3084005376,29955719168
1778080373.518716772,3084005376,29955719168
1778080373.727031940,3084005376,29955719168
1778080373.935724987,3084005376,29955719168
1778080374.144234860,3084005376,29955719168
1778080374.352471849,3084005376,29955719168
1778080374.560291298,3084005376,29955719168
1778080374.768194898,3084005376,29955719168
1778080374.975945349,3084005376,29955719168
1778080375.184402819,3084005376,29955719168
1778080375.392343800,3084005376,29955719168
1778080375.600452603,3084005376,29955719168
1778080375.808399674,3084005376,29955719168
1778080376.016977937,3084005376,29955719168
1778080376.225516630,3084005376,29955719168
1778080376.434279598,3084005376,29955719168
1778080376.642840702,3084005376,29955719168
1778080376.851465866,3084005376,29955719168
1778080377.059896853,3084005376,29955719168
1778080377.268372022,3084005376,29955719168
1778080377.477880443,3084005376,29955719168
1778080377.685964344,3130277888,29955719168
1778080377.893254760,3130572800,29955719168
1778080378.101005352,3130572800,29955719168
1778080378.308797320,3130572800,29955719168
1778080378.516661767,3130556416,29955719168
1778080378.724976573,3130556416,29955719168
1778080378.933107431,3130556416,29955719168
1778080379.142347969,3130490880,29955719168
1778080379.350704870,3130556416,29955719168
1778080379.559226525,3130851328,29955719168
1778080379.767991543,3130556416,29955719168
1778080379.976427202,3130851328,29955719168
1778080380.184305960,3130294272,29955719168
1778080380.392812624,3130294272,29955719168
1778080380.600628906,3130359808,29955719168
1778080380.809197311,3130359808,29955719168
1778080381.017734581,3130359808,29955719168
1778080381.225972111,3130294272,29955719168
1778080381.434724742,3130294272,29955719168
1778080381.642423282,3130294272,29955719168
1778080381.850605847,3130294272,29955719168
1778080382.059401887,3130294272,29955719168
1778080382.267848179,3130212352,29955719168
1778080382.476064097,3130212352,29955719168
1778080382.683991413,3130212352,29955719168
1778080382.892428667,3130212352,29955719168
1778080383.100426024,3130212352,29955719168
1778080383.309125611,3130277888,29955719168
1778080383.517210832,3130277888,29955719168
1778080383.725388755,3130277888,29955719168
1778080383.933708823,3130277888,29955719168
1778080384.142476471,3130277888,29955719168
1778080384.350294319,3130277888,29955719168
1778080384.559189744,3130277888,29955719168
1778080384.767419464,3130277888,29955719168
1778080384.975690103,5047422976,29955719168
1778080385.184268912,5055070208,29955719168
1778080385.392727582,5055070208,29955719168
1778080385.600716004,6972272640,29955719168
1778080385.808692261,6972272640,29955719168
1778080386.016653667,6976094208,29955719168
1778080386.224592635,6972338176,29955719168
1778080386.432608512,7108722688,29955719168
1778080386.640974090,7108722688,29955719168
1778080386.849574202,7108722688,29955719168
1778080387.058433007,9025859584,29955719168
1778080387.266416566,9025859584,29955719168
1778080387.474636883,8067325952,29955719168
1778080387.683274908,9027153920,29955719168
1778080387.892048587,8067325952,29955719168
1778080388.100598234,9025929216,29955719168
1778080388.309876287,8067325952,29955719168
1778080388.518394631,6150193152,29955719168
1778080388.726562683,7110676480,29955719168
1778080388.934656873,7108796416,29955719168
1778080389.142615854,7108796416,29955719168
1778080389.351384322,7108796416,29955719168
1778080389.559711510,7108796416,29955719168
1778080389.767902671,7108796416,29955719168
1778080389.977032300,7108804608,29955719168
1778080390.185430402,7381569536,29955719168
1778080390.393452753,7654334464,29955719168
1778080390.601073450,7824936960,29955719168
1778080390.808570822,7824936960,29955719168
1778080391.016245393,7824936960,29955719168
1778080391.224386913,7824936960,29955719168
1778080391.432841632,7824936960,29955719168
1778080391.640792882,7597277184,29955719168
1778080391.848644077,2682761216,29955719168
1778080392.056867908,1316823040,29955719168
1778080392.264800902,1316757504,29955719168
1778080392.472977427,1316757504,29955719168
1778080392.681303591,1316823040,29955719168
1778080392.889099815,1316823040,29955719168
1778080393.096951662,1316823040,29955719168
1778080393.304502171,1316823040,29955719168
1778080393.512109186,1316823040,29955719168
1778080393.719584237,1316823040,29955719168
1778080393.927268833,1316823040,29955719168
1778080394.134564249,1316757504,29955719168
1778080394.342366594,1316757504,29955719168
1778080394.550444137,1316757504,29955719168
1778080394.758447743,1316757504,29955719168
1778080394.966334911,1316757504,29955719168
1778080395.174182127,1316823040,29955719168
1778080395.384228606,1316823040,29955719168
1778080395.595025999,1316823040,29955719168
1778080395.804703522,1316823040,29955719168
1778080396.013316581,1316823040,29955719168
1778080396.222590123,1316757504,29955719168
1778080396.432415984,1316757504,29955719168
1778080396.640480175,1316757504,29955719168
